dt,value
2018-02-01,123.50506636599307
2018-03-01,113.77392218326497
2018-04-01,103.92860430283841
2018-05-01,105.83917169175606
2018-06-01,118.94384469305311
2018-07-01,128.54386179591313
2018-08-01,123.86225996559999
2018-09-01,114.10281344545305
2018-10-01,104.22889059810323
2018-11-01,106.14483109533725
