dt,value
2025-01-07,466.81019370732946
2025-01-08,497.1630694204108
2025-01-09,473.83817214198973
2025-01-10,442.97231914631186
2025-01-11,494.26036520339704
2025-01-12,465.33153293055574
2025-01-13,495.58726504348584
2025-01-14,472.3353455168319
2025-01-15,441.56649501357657
2025-01-16,492.6907762417085
